QID DOCID Rank IsRelevant  Precision Recall 
9 3111 27 1 0.222 0.667
9 1572 28 0 0.214 0.667
9 1341 29 0 0.207 0.667
9 2876 30 1 0.233 0.778
9 2840 31 0 0.226 0.778
9 2741 32 0 0.219 0.778
9 2216 33 0 0.212 0.778
9 2317 34 0 0.206 0.778
9 2111 35 0 0.200 0.778
9 1884 36 0 0.194 0.778
9 2995 37 0 0.189 0.778
9 3150 38 0 0.184 0.778
9 854 39 0 0.179 0.778
9 3028 40 0 0.175 0.778
9 2046 41 0 0.171 0.778
9 2406 42 0 0.167 0.778
9 2163 43 0 0.163 0.778
9 2969 44 0 0.159 0.778
9 2867 45 0 0.156 0.778
9 59 46 0 0.152 0.778
9 3148 47 0 0.149 0.778
9 2345 48 0 0.146 0.778
9 855 49 0 0.143 0.778
9 2358 50 0 0.140 0.778
9 2371 51 0 0.137 0.778
9 822 52 0 0.135 0.778
9 1748 53 0 0.132 0.778
9 1684 54 0 0.130 0.778
9 3141 55 0 0.127 0.778
9 3183 56 0 0.125 0.778
9 3038 57 0 0.123 0.778
9 2626 58 0 0.121 0.778
9 1753 59 0 0.119 0.778
9 2988 60 0 0.117 0.778
9 637 61 0 0.115 0.778
9 2979 62 0 0.113 0.778
9 1678 63 0 0.111 0.778
9 3000 64 0 0.109 0.778
9 84 65 0 0.108 0.778
9 2154 66 0 0.106 0.778
9 1461 67 0 0.104 0.778
9 3077 68 0 0.103 0.778
9 1745 69 0 0.101 0.778
9 1636 70 0 0.100 0.778
9 1752 71 0 0.099 0.778
9 2951 72 0 0.097 0.778
9 3080 73 0 0.096 0.778
9 531 74 0 0.095 0.778
9 3130 75 0 0.093 0.778
9 2939 76 0 0.092 0.778
9 605 77 0 0.091 0.778
9 2197 78 0 0.090 0.778
9 3137 79 0 0.089 0.778
9 1951 80 0 0.087 0.778
9 3181 81 0 0.086 0.778
9 3082 82 0 0.085 0.778
9 2918 83 0 0.084 0.778
9 1196 84 0 0.083 0.778
9 1664 85 0 0.082 0.778
9 1723 86 0 0.081 0.778
9 597 87 0 0.080 0.778
9 828 88 0 0.080 0.778
9 417 89 0 0.079 0.778
9 2166 90 0 0.078 0.778
9 618 91 0 0.077 0.778
9 2554 92 0 0.076 0.778
9 1542 93 0 0.075 0.778
9 2515 94 0 0.074 0.778
9 2900 95 0 0.074 0.778
9 2614 96 0 0.073 0.778
9 820 97 0 0.072 0.778
9 1959 98 0 0.071 0.778
9 2930 99 0 0.071 0.778
9 1695 100 0 0.070 0.778
10 2714 1 1 1.000 0.029
10 3059 2 0 0.500 0.029
10 3075 3 1 0.667 0.057
10 1795 4 1 0.750 0.086
10 1158 5 1 0.800 0.114
10 2685 6 1 0.833 0.143
10 1262 7 1 0.857 0.171
10 2896 8 1 0.875 0.200
10 141 9 0 0.778 0.200
10 2973 10 0 0.700 0.200
10 2700 11 1 0.727 0.229
10 2266 12 0 0.667 0.229
10 392 13 0 0.615 0.229
10 2865 14 0 0.571 0.229
10 2785 15 1 0.600 0.257
10 2342 16 1 0.625 0.286
10 34 17 0 0.588 0.286
10 3156 18 1 0.611 0.314
10 2895 19 1 0.632 0.343
10 2401 20 0 0.600 0.343
10 1846 21 0 0.571 0.343
10 1601 22 1 0.591 0.371
10 1569 23 0 0.565 0.371
10 950 24 0 0.542 0.371
10 1468 25 0 0.520 0.371
10 2772 26 0 0.500 0.371
10 1536 27 0 0.481 0.371
10 2838 28 0 0.464 0.371
10 1708 29 0 0.448 0.371
10 1634 30 0 0.433 0.371
10 3166 31 0 0.419 0.371
10 1828 32 0 0.406 0.371
10 2570 33 0 0.394 0.371
10 1008 34 0 0.382 0.371
10 35 35 0 0.371 0.371
10 2557 36 0 0.361 0.371
10 1444 37 0 0.351 0.371
10 3046 38 0 0.342 0.371
10 2195 39 0 0.333 0.371
10 2851 40 1 0.350 0.400
10 1085 41 0 0.341 0.400
10 1819 42 0 0.333 0.400
10 2852 43 0 0.326 0.400
10 983 44 0 0.318 0.400
10 2289 45 1 0.333 0.429
10 2080 46 0 0.326 0.429
10 119 47 0 0.319 0.429
10 295 48 0 0.312 0.429
10 66 49 0 0.306 0.429
10 2433 50 1 0.320 0.457
10 2175 51 0 0.314 0.457
10 2312 52 0 0.308 0.457
10 1957 53 0 0.302 0.457
10 1727 54 0 0.296 0.457
10 1411 55 0 0.291 0.457
10 231 56 0 0.286 0.457
10 1644 57 0 0.281 0.457
10 2263 58 0 0.276 0.457
10 2740 59 0 0.271 0.457
10 194 60 0 0.267 0.457
10 253 61 0 0.262 0.457
10 2031 62 0 0.258 0.457
10 618 63 0 0.254 0.457
10 2129 64 0 0.250 0.457
10 1431 65 0 0.246 0.457
10 2800 66 0 0.242 0.457
10 2822 67 0 0.239 0.457
10 3134 68 0 0.235 0.457
10 2182 69 0 0.232 0.457
10 1030 70 0 0.229 0.457
10 1747 71 1 0.239 0.486
10 397 72 0 0.236 0.486
10 676 73 0 0.233 0.486
10 121 74 0 0.230 0.486
10 42 75 0 0.227 0.486
10 1959 76 0 0.224 0.486
10 1204 77 0 0.221 0.486
10 697 78 0 0.218 0.486
10 2727 79 0 0.215 0.486
10 860 80 0 0.212 0.486
10 39 81 0 0.210 0.486
10 220 82 0 0.207 0.486
10 2015 83 0 0.205 0.486
10 1563 84 0 0.202 0.486
10 1627 85 0 0.200 0.486
10 1554 86 0 0.198 0.486
10 532 87 0 0.195 0.486
10 1922 88 0 0.193 0.486
10 1233 89 0 0.191 0.486
10 2426 90 0 0.189 0.486
10 1989 91 0 0.187 0.486
10 2340 92 0 0.185 0.486
10 3147 93 0 0.183 0.486
10 3079 94 0 0.181 0.486
10 1696 95 0 0.179 0.486
10 1784 96 0 0.177 0.486
10 3073 97 0 0.175 0.486
10 1292 98 0 0.173 0.486
10 2135 99 0 0.172 0.486
10 2406 100 0 0.170 0.486
11 1923 1 1 1.000 0.053
11 2316 2 1 1.000 0.105
11 2699 3 1 1.000 0.158
11 2603 4 0 0.750 0.158
11 3150 5 1 0.800 0.211
11 2527 6 1 0.833 0.263
11 3148 7 0 0.714 0.263
11 3080 8 0 0.625 0.263
11 3171 9 0 0.556 0.263
11 2906 10 1 0.600 0.316
11 1872 11 0 0.545 0.316
11 1098 12 0 0.500 0.316
11 3077 13 0 0.462 0.316
11 2246 14 1 0.500 0.368
11 2705 15 0 0.467 0.368
11 2717 16 0 0.438 0.368
11 1678 17 0 0.412 0.368
11 1642 18 0 0.389 0.368
11 2295 19 0 0.368 0.368
11 1366 20 0 0.350 0.368
11 2406 21 0 0.333 0.368
11 3123 22 0 0.318 0.368
11 3057 23 0 0.304 0.368
11 2814 24 0 0.292 0.368
11 1703 25 0 0.280 0.368
11 2003 26 0 0.269 0.368
11 1903 27 0 0.259 0.368
11 1459 28 0 0.250 0.368
11 651 29 0 0.241 0.368
11 1627 30 0 0.233 0.368
11 2317 31 0 0.226 0.368
11 628 32 0 0.219 0.368
11 1835 33 0 0.212 0.368
11 281 34 0 0.206 0.368
11 2782 35 0 0.200 0.368
11 2645 36 0 0.194 0.368
11 265 37 0 0.189 0.368
11 3130 38 0 0.184 0.368
11 2867 39 0 0.179 0.368
11 1472 40 0 0.175 0.368
11 1466 41 0 0.171 0.368
11 2198 42 0 0.167 0.368
11 795 43 0 0.163 0.368
11 2661 44 0 0.159 0.368
11 920 45 0 0.156 0.368
11 724 46 0 0.152 0.368
11 2710 47 1 0.170 0.421
11 2716 48 1 0.188 0.474
11 2091 49 0 0.184 0.474
11 3105 50 0 0.180 0.474
11 2787 51 0 0.176 0.474
11 2219 52 0 0.173 0.474
11 2305 53 0 0.170 0.474
11 1142 54 0 0.167 0.474
11 1852 55 0 0.164 0.474
11 2922 56 0 0.161 0.474
11 1306 57 1 0.175 0.526
11 1861 58 0 0.172 0.526
11 2081 59 0 0.169 0.526
11 2873 60 0 0.167 0.526
11 2084 61 0 0.164 0.526
11 1188 62 1 0.177 0.579
11 2897 63 0 0.175 0.579
11 1552 64 0 0.172 0.579
11 2928 65 0 0.169 0.579
11 1425 66 0 0.167 0.579
11 2320 67 0 0.164 0.579
11 2650 68 0 0.162 0.579
11 1462 69 0 0.159 0.579
11 731 70 0 0.157 0.579
11 2765 71 0 0.155 0.579
11 2826 72 0 0.153 0.579
11 1769 73 0 0.151 0.579
11 321 74 0 0.149 0.579
11 2254 75 0 0.147 0.579
11 2470 76 0 0.145 0.579
11 2398 77 0 0.143 0.579
11 2941 78 0 0.141 0.579
11 1485 79 0 0.139 0.579
11 2593 80 0 0.138 0.579
11 249 81 0 0.136 0.579
11 2647 82 0 0.134 0.579
11 2652 83 0 0.133 0.579
11 1860 84 0 0.131 0.579
11 1457 85 0 0.129 0.579
11 252 86 0 0.128 0.579
11 2898 87 0 0.126 0.579
11 1467 88 0 0.125 0.579
11 3185 89 0 0.124 0.579
11 689 90 0 0.122 0.579
11 2034 91 0 0.121 0.579
11 2939 92 0 0.120 0.579
11 1163 93 0 0.118 0.579
11 2542 94 0 0.117 0.579
11 1936 95 0 0.116 0.579
11 1911 96 0 0.115 0.579
11 2208 97 0 0.113 0.579
11 111 98 0 0.112 0.579
11 2684 99 0 0.111 0.579
11 1788 100 0 0.110 0.579
12 3068 1 0 0.000 0.000
12 1461 2 0 0.000 0.000
12 3127 3 1 0.333 0.200
12 2246 4 1 0.500 0.400
12 2740 5 0 0.400 0.400
12 2479 6 0 0.333 0.400
12 2111 7 0 0.286 0.400
12 2407 8 0 0.250 0.400
12 2867 9 0 0.222 0.400
12 2882 10 0 0.200 0.400
12 1951 11 0 0.182 0.400
12 2069 12 0 0.167 0.400
12 1462 13 0 0.154 0.400
12 2379 14 0 0.143 0.400
12 2629 15 1 0.200 0.600
12 2482 16 0 0.188 0.600
12 2138 17 0 0.176 0.600
12 1755 18 0 0.167 0.600
12 1930 19 0 0.158 0.600
12 3150 20 0 0.150 0.600
12 2311 21 0 0.143 0.600
12 2840 22 0 0.136 0.600
12 2621 23 0 0.130 0.600
12 2597 24 0 0.125 0.600
12 2372 25 0 0.120 0.600
12 2852 26 0 0.115 0.600
12 1680 27 0 0.111 0.600
12 1750 28 0 0.107 0.600
12 1728 29 0 0.103 0.600
12 2317 30 0 0.100 0.600
12 2525 31 0 0.097 0.600
12 1752 32 0 0.094 0.600
12 2319 33 0 0.091 0.600
12 2345 34 0 0.088 0.600
12 2080 35 1 0.114 0.800
12 2219 36 0 0.111 0.800
12 1247 37 0 0.108 0.800
12 25 38 0 0.105 0.800
12 1341 39 0 0.103 0.800
12 2796 40 0 0.100 0.800
12 1747 41 0 0.098 0.800
12 2868 42 0 0.095 0.800
12 2151 43 0 0.093 0.800
12 1472 44 0 0.091 0.800
12 3025 45 0 0.089 0.800
12 3196 46 0 0.087 0.800
12 2583 47 0 0.085 0.800
12 1923 48 0 0.083 0.800
12 597 49 0 0.082 0.800
12 18 50 0 0.080 0.800
12 1360 51 0 0.078 0.800
12 1572 52 0 0.077 0.800
12 1591 53 0 0.075 0.800
12 2950 54 0 0.074 0.800
12 1387 55 0 0.073 0.800
12 1959 56 0 0.071 0.800
12 651 57 0 0.070 0.800
12 2995 58 0 0.069 0.800
12 2522 59 0 0.068 0.800
12 855 60 0 0.067 0.800
12 3141 61 0 0.066 0.800
12 2358 62 0 0.065 0.800
12 238 63 0 0.063 0.800
12 1071 64 0 0.062 0.800
12 1751 65 0 0.062 0.800
12 2424 66 0 0.061 0.800
12 1748 67 0 0.060 0.800
12 1912 68 0 0.059 0.800
12 643 69 0 0.058 0.800
12 2818 70 0 0.057 0.800
12 2624 71 0 0.056 0.800
12 3026 72 0 0.056 0.800
12 2985 73 0 0.055 0.800
12 2888 74 0 0.054 0.800
12 1069 75 0 0.053 0.800
12 2632 76 0 0.053 0.800
12 1892 77 0 0.052 0.800
12 633 78 0 0.051 0.800
12 2406 79 0 0.051 0.800
12 2920 80 0 0.050 0.800
12 2567 81 0 0.049 0.800
12 239 82 0 0.049 0.800
12 143 83 0 0.048 0.800
12 1226 84 0 0.048 0.800
12 1844 85 0 0.047 0.800
12 2357 86 0 0.047 0.800
12 1196 87 0 0.046 0.800
12 322 88 0 0.045 0.800
12 2320 89 0 0.045 0.800
12 3134 90 0 0.044 0.800
12 3090 91 0 0.044 0.800
12 2689 92 0 0.043 0.800
12 2553 93 0 0.043 0.800
12 1236 94 0 0.043 0.800
12 3174 95 0 0.042 0.800
12 3076 96 0 0.042 0.800
12 2198 97 0 0.041 0.800
12 2405 98 0 0.041 0.800
12 2806 99 0 0.040 0.800
12 1324 100 0 0.040 0.800
13 2464 1 0 0.000 0.000
13 1795 2 1 0.500 0.091
13 2748 3 0 0.333 0.091
13 2495 4 1 0.500 0.182
13 2491 5 0 0.400 0.182
13 2897 6 1 0.500 0.273
13 48 7 0 0.429 0.273
13 3080 8 0 0.375 0.273
13 2834 9 0 0.333 0.273
13 1362 10 0 0.300 0.273
13 1947 11 1 0.364 0.364
13 2344 12 0 0.333 0.364
13 2835 13 0 0.308 0.364
13 2611 14 0 0.286 0.364
13 2904 15 0 0.267 0.364
13 1652 16 0 0.250 0.364
13 1655 17 0 0.235 0.364
13 195 18 0 0.222 0.364
13 2616 19 0 0.211 0.364
13 1756 20 0 0.200 0.364
13 2533 21 0 0.190 0.364
13 1289 22 0 0.182 0.364
13 1414 23 0 0.174 0.364
13 1064 24 0 0.167 0.364
13 1187 25 0 0.160 0.364
13 3054 26 0 0.154 0.364
13 1232 27 0 0.148 0.364
13 1231 28 1 0.179 0.455
13 66 29 0 0.172 0.455
13 1757 30 0 0.167 0.455
13 2964 31 0 0.161 0.455
13 230 32 0 0.156 0.455
13 3066 33 0 0.152 0.455
13 1670 34 0 0.147 0.455
13 1065 35 0 0.143 0.455
13 2253 36 0 0.139 0.455
13 2586 37 0 0.135 0.455
13 2836 38 0 0.132 0.455
13 1204 39 0 0.128 0.455
13 2107 40 0 0.125 0.455
13 1922 41 0 0.122 0.455
13 333 42 0 0.119 0.455
13 1992 43 0 0.116 0.455
13 797 44 0 0.114 0.455
13 1886 45 0 0.111 0.455
13 1066 46 0 0.109 0.455
13 2133 47 0 0.106 0.455
13 1564 48 0 0.104 0.455
13 3173 49 0 0.102 0.455
13 2888 50 0 0.100 0.455
13 2680 51 0 0.098 0.455
13 2701 52 0 0.096 0.455
13 1807 53 1 0.113 0.545
13 1651 54 0 0.111 0.545
13 2290 55 0 0.109 0.545
13 2929 56 0 0.107 0.545
13 2944 57 0 0.105 0.545
13 2423 58 0 0.103 0.545
13 1676 59 0 0.102 0.545
13 3175 60 0 0.100 0.545
13 693 61 0 0.098 0.545
13 1973 62 0 0.097 0.545
13 3083 63 0 0.095 0.545
13 3171 64 0 0.094 0.545
13 93 65 0 0.092 0.545
13 3125 66 0 0.091 0.545
13 117 67 0 0.090 0.545
13 2858 68 0 0.088 0.545
13 1786 69 0 0.087 0.545
13 2801 70 0 0.086 0.545
13 2411 71 0 0.085 0.545
13 2433 72 0 0.083 0.545
13 2559 73 0 0.082 0.545
13 3018 74 0 0.081 0.545
13 1223 75 1 0.093 0.636
13 2508 76 0 0.092 0.636
13 1345 77 0 0.091 0.636
13 2537 78 0 0.090 0.636
13 2645 79 0 0.089 0.636
13 3110 80 0 0.087 0.636
13 124 81 0 0.086 0.636
13 2812 82 0 0.085 0.636
13 2195 83 0 0.084 0.636
13 1195 84 0 0.083 0.636
13 2715 85 0 0.082 0.636
13 2552 86 0 0.081 0.636
13 1824 87 0 0.080 0.636
13 2569 88 0 0.080 0.636
13 1951 89 0 0.079 0.636
13 149 90 0 0.078 0.636
13 2953 91 0 0.077 0.636
13 3005 92 0 0.076 0.636
13 1708 93 0 0.075 0.636
13 267 94 0 0.074 0.636
13 2716 95 0 0.074 0.636
13 2388 96 0 0.073 0.636
13 3002 97 0 0.072 0.636
13 1290 98 0 0.071 0.636
13 2969 99 0 0.071 0.636
13 2877 100 0 0.070 0.636
14 1724 1 1 1.000 0.023
14 132 2 0 0.500 0.023
14 662 3 0 0.333 0.023
14 701 4 0 0.250 0.023
14 2397 5 1 0.400 0.045
14 2348 6 1 0.500 0.068
14 841 7 0 0.429 0.068
14 2563 8 1 0.500 0.091
14 3075 9 1 0.556 0.114
14 860 10 0 0.500 0.114
14 853 11 0 0.455 0.114
14 2679 12 1 0.500 0.136
14 862 13 0 0.462 0.136
14 677 14 0 0.429 0.136
14 861 15 0 0.400 0.136
14 856 16 0 0.375 0.136
14 2976 17 0 0.353 0.136
14 2108 18 1 0.389 0.159
14 3164 19 0 0.368 0.159
14 371 20 0 0.350 0.159
14 865 21 0 0.333 0.159
14 2882 22 0 0.318 0.159
14 2876 23 0 0.304 0.159
14 3166 24 0 0.292 0.159
14 857 25 0 0.280 0.159
14 2146 26 1 0.308 0.182
14 2017 27 1 0.333 0.205
14 2176 28 1 0.357 0.227
14 1796 29 0 0.345 0.227
14 2263 30 0 0.333 0.227
14 1956 31 1 0.355 0.250
14 1952 32 0 0.344 0.250
14 1660 33 0 0.333 0.250
14 1342 34 0 0.324 0.250
14 2902 35 0 0.314 0.250
14 2767 36 0 0.306 0.250
14 2716 37 1 0.324 0.273
14 2964 38 0 0.316 0.273
14 2226 39 0 0.308 0.273
14 270 40 0 0.300 0.273
14 2863 41 0 0.293 0.273
14 851 42 0 0.286 0.273
14 2830 43 0 0.279 0.273
14 3132 44 0 0.273 0.273
14 1873 45 0 0.267 0.273
14 2884 46 0 0.261 0.273
14 2273 47 0 0.255 0.273
14 2819 48 0 0.250 0.273
14 1953 49 0 0.245 0.273
14 2627 50 0 0.240 0.273
14 2950 51 0 0.235 0.273
14 3006 52 0 0.231 0.273
14 2283 53 0 0.226 0.273
14 804 54 0 0.222 0.273
14 1930 55 0 0.218 0.273
14 2325 56 0 0.214 0.273
14 3087 57 0 0.211 0.273
14 1117 58 0 0.207 0.273
14 2816 59 0 0.203 0.273
14 1527 60 0 0.200 0.273
14 1374 61 0 0.197 0.273
14 2903 62 0 0.194 0.273
14 2505 63 0 0.190 0.273
14 1551 64 0 0.188 0.273
14 2725 65 0 0.185 0.273
14 1630 66 0 0.182 0.273
14 2817 67 0 0.179 0.273
14 89 68 0 0.176 0.273
14 3163 69 0 0.174 0.273
14 1851 70 0 0.171 0.273
14 2674 71 0 0.169 0.273
14 2888 72 0 0.167 0.273
14 2417 73 0 0.164 0.273
14 3156 74 0 0.162 0.273
14 1658 75 0 0.160 0.273
14 2957 76 0 0.158 0.273
14 2490 77 0 0.156 0.273
14 2973 78 0 0.154 0.273
14 2158 79 0 0.152 0.273
14 2942 80 0 0.150 0.273
14 2715 81 0 0.148 0.273
14 3061 82 0 0.146 0.273
14 507 83 0 0.145 0.273
14 2337 84 1 0.155 0.295
14 1529 85 0 0.153 0.295
14 2362 86 0 0.151 0.295
14 1325 87 0 0.149 0.295
14 3151 88 0 0.148 0.295
14 3131 89 0 0.146 0.295
14 776 90 0 0.144 0.295
14 1373 91 0 0.143 0.295
14 2997 92 0 0.141 0.295
14 1619 93 0 0.140 0.295
14 2051 94 0 0.138 0.295
14 1392 95 0 0.137 0.295
14 1752 96 0 0.135 0.295
14 2454 97 0 0.134 0.295
14 1924 98 0 0.133 0.295
14 2904 99 0 0.131 0.295
14 2450 100 0 0.130 0.295
15 2464 1 0 0.000 0.000
15 2344 2 0 0.000 0.000
15 2616 3 0 0.000 0.000
15 2835 4 0 0.000 0.000
15 3080 5 0 0.000 0.000
15 1724 6 0 0.000 0.000
15 1795 7 0 0.000 0.000
15 1807 8 0 0.000 0.000
15 3002 9 0 0.000 0.000
15 2554 10 0 0.000 0.000
15 3000 11 0 0.000 0.000
15 2874 12 0 0.000 0.000
15 3049 13 0 0.000 0.000
15 2525 14 0 0.000 0.000
15 59 15 0 0.000 0.000
15 1947 16 1 0.062 0.100
15 3048 17 0 0.059 0.100
15 2481 18 0 0.056 0.100
15 1827 19 0 0.053 0.100
15 1961 20 0 0.050 0.100
15 1847 21 0 0.048 0.100
15 2470 22 0 0.045 0.100
15 86 23 0 0.043 0.100
15 2611 24 0 0.042 0.100
15 84 25 0 0.040 0.100
15 855 26 0 0.038 0.100
15 1231 27 1 0.074 0.200
15 2904 28 0 0.071 0.200
15 2812 29 0 0.069 0.200
15 2455 30 0 0.067 0.200
15 1366 31 0 0.065 0.200
15 1195 32 0 0.062 0.200
15 3046 33 0 0.061 0.200
15 2699 34 0 0.059 0.200
15 2799 35 0 0.057 0.200
15 2734 36 0 0.056 0.200
15 3125 37 0 0.054 0.200
15 2701 38 1 0.079 0.300
15 1951 39 0 0.077 0.300
15 2964 40 0 0.075 0.300
15 2195 41 0 0.073 0.300
15 1430 42 0 0.071 0.300
15 2219 43 0 0.070 0.300
15 1053 44 0 0.068 0.300
15 2154 45 0 0.067 0.300
15 2836 46 0 0.065 0.300
15 1658 47 0 0.064 0.300
15 854 48 0 0.062 0.300
15 3069 49 0 0.061 0.300
15 2031 50 0 0.060 0.300
15 3118 51 0 0.059 0.300
15 70 52 0 0.058 0.300
15 1752 53 0 0.057 0.300
15 1748 54 0 0.056 0.300
15 2800 55 0 0.055 0.300
15 2216 56 0 0.054 0.300
15 409 57 0 0.053 0.300
15 2877 58 0 0.052 0.300
15 1542 59 0 0.051 0.300
15 2342 60 0 0.050 0.300
15 3121 61 0 0.049 0.300
15 3018 62 0 0.048 0.300
15 3076 63 0 0.048 0.300
15 2388 64 0 0.047 0.300
15 1719 65 0 0.046 0.300
15 2709 66 0 0.045 0.300
15 3134 67 0 0.045 0.300
15 2456 68 0 0.044 0.300
15 2979 69 0 0.043 0.300
15 2882 70 0 0.043 0.300
15 3020 71 0 0.042 0.300
15 1425 72 0 0.042 0.300
15 3148 73 0 0.041 0.300
15 2978 74 0 0.041 0.300
15 851 75 0 0.040 0.300
15 396 76 0 0.039 0.300
15 2680 77 0 0.039 0.300
15 2987 78 0 0.038 0.300
15 1173 79 0 0.038 0.300
15 2167 80 0 0.037 0.300
15 1525 81 0 0.037 0.300
15 2958 82 0 0.037 0.300
15 1727 83 0 0.036 0.300
15 2321 84 0 0.036 0.300
15 2834 85 0 0.035 0.300
15 1725 86 0 0.035 0.300
15 2953 87 0 0.034 0.300
15 104 88 0 0.034 0.300
15 2746 89 0 0.034 0.300
15 2682 90 0 0.033 0.300
15 1834 91 0 0.033 0.300
15 2628 92 0 0.033 0.300
15 2451 93 0 0.032 0.300
15 3054 94 0 0.032 0.300
15 2696 95 0 0.032 0.300
15 694 96 0 0.031 0.300
15 1527 97 0 0.031 0.300
15 2685 98 1 0.041 0.400
15 1455 99 0 0.040 0.400
15 2187 100 0 0.040 0.400
16 3002 1 0 0.000 0.000
16 2342 2 1 0.500 0.059
16 2525 3 0 0.333 0.059
16 855 4 0 0.250 0.059
16 3141 5 0 0.200 0.059
16 3068 6 0 0.167 0.059
16 2740 7 0 0.143 0.059
16 1748 8 0 0.125 0.059
16 1724 9 0 0.111 0.059
16 1847 10 0 0.100 0.059
16 3000 11 0 0.091 0.059
16 3048 12 0 0.083 0.059
16 854 13 0 0.077 0.059
16 59 14 0 0.071 0.059
16 2344 15 0 0.067 0.059
16 2882 16 0 0.062 0.059
16 3128 17 0 0.059 0.059
16 1753 18 0 0.056 0.059
16 2554 19 0 0.053 0.059
16 86 20 0 0.050 0.059
16 1827 21 0 0.048 0.059
16 84 22 0 0.045 0.059
16 3049 23 0 0.043 0.059
16 2629 24 0 0.042 0.059
16 2452 25 0 0.040 0.059
16 2219 26 0 0.038 0.059
16 2080 27 0 0.037 0.059
16 3076 28 0 0.036 0.059
16 2154 29 0 0.034 0.059
16 1846 30 0 0.033 0.059
16 1976 31 0 0.032 0.059
16 1387 32 0 0.031 0.059
16 1725 33 0 0.030 0.059
16 1196 34 0 0.029 0.059
16 3134 35 0 0.029 0.059
16 1961 36 0 0.028 0.059
16 1922 37 0 0.027 0.059
16 1951 38 0 0.026 0.059
16 1527 39 0 0.026 0.059
16 2867 40 0 0.025 0.059
16 2216 41 0 0.024 0.059
16 1752 42 0 0.024 0.059
16 2978 43 0 0.023 0.059
16 3080 44 0 0.023 0.059
16 2874 45 0 0.022 0.059
16 1572 46 0 0.022 0.059
16 1750 47 0 0.021 0.059
16 2358 48 0 0.021 0.059
16 2470 49 0 0.020 0.059
16 1727 50 0 0.020 0.059
16 3059 51 0 0.020 0.059
16 3148 52 1 0.038 0.118
16 1928 53 0 0.038 0.118
16 2746 54 0 0.037 0.118
16 2481 55 0 0.036 0.118
16 3150 56 0 0.036 0.118
16 1032 57 0 0.035 0.118
16 1366 58 0 0.034 0.118
16 409 59 0 0.034 0.118
16 1098 60 0 0.033 0.118
16 2888 61 0 0.033 0.118
16 2979 62 0 0.032 0.118
16 2479 63 0 0.032 0.118
16 2317 64 0 0.031 0.118
16 2734 65 0 0.031 0.118
16 1854 66 1 0.045 0.176
16 2741 67 0 0.045 0.176
16 1542 68 0 0.044 0.176
16 1678 69 0 0.043 0.176
16 3077 70 0 0.043 0.176
16 2876 71 0 0.042 0.176
16 2376 72 1 0.056 0.235
16 1199 73 0 0.055 0.235
16 2696 74 0 0.054 0.235
16 70 75 0 0.053 0.235
16 3034 76 0 0.053 0.235
16 2046 77 0 0.052 0.235
16 2111 78 0 0.051 0.235
16 1173 79 0 0.051 0.235
16 2208 80 0 0.050 0.235
16 2911 81 0 0.049 0.235
16 2987 82 0 0.049 0.235
16 2455 83 0 0.048 0.235
16 2031 84 0 0.048 0.235
16 2406 85 0 0.047 0.235
16 1267 86 0 0.047 0.235
16 1341 87 0 0.046 0.235
16 2996 88 0 0.045 0.235
16 3090 89 0 0.045 0.235
16 2616 90 0 0.044 0.235
16 1665 91 0 0.044 0.235
16 2834 92 0 0.043 0.235
16 2307 93 0 0.043 0.235
16 2868 94 0 0.043 0.235
16 605 95 0 0.042 0.235
16 2184 96 0 0.042 0.235
16 3160 97 0 0.041 0.235
16 1534 98 0 0.041 0.235
16 1552 99 0 0.040 0.235
16 2114 100 1 0.050 0.294
17 1795 1 0 0.000 0.000
17 2464 2 0 0.000 0.000
17 2748 3 0 0.000 0.000
17 2491 4 0 0.000 0.000
17 3080 5 0 0.000 0.000
17 2834 6 0 0.000 0.000
17 2344 7 0 0.000 0.000
17 2495 8 1 0.125 0.062
17 2897 9 0 0.111 0.062
17 48 10 0 0.100 0.062
17 1362 11 0 0.091 0.062
17 2616 12 0 0.083 0.062
17 2835 13 0 0.077 0.062
17 1947 14 1 0.143 0.125
17 1652 15 0 0.133 0.125
17 2904 16 0 0.125 0.125
17 1658 17 0 0.118 0.125
17 2533 18 0 0.111 0.125
17 3066 19 0 0.105 0.125
17 2611 20 0 0.100 0.125
17 3054 21 0 0.095 0.125
17 2746 22 0 0.091 0.125
17 1655 23 0 0.087 0.125
17 195 24 0 0.083 0.125
17 1231 25 1 0.120 0.188
17 3000 26 0 0.115 0.188
17 3002 27 0 0.111 0.188
17 1289 28 0 0.107 0.188
17 1807 29 1 0.138 0.250
17 1232 30 0 0.133 0.250
17 1756 31 0 0.129 0.250
17 1414 32 0 0.125 0.250
17 1064 33 0 0.121 0.250
17 1542 34 0 0.118 0.250
17 2253 35 0 0.114 0.250
17 1187 36 0 0.111 0.250
17 1670 37 0 0.108 0.250
17 2527 38 0 0.105 0.250
17 2964 39 0 0.103 0.250
17 1724 40 0 0.100 0.250
17 1886 41 0 0.098 0.250
17 1204 42 0 0.095 0.250
17 2979 43 0 0.093 0.250
17 3005 44 0 0.091 0.250
17 66 45 0 0.089 0.250
17 1665 46 0 0.087 0.250
17 1065 47 0 0.085 0.250
17 1425 48 0 0.083 0.250
17 3115 49 0 0.082 0.250
17 1564 50 0 0.080 0.250
17 1757 51 0 0.078 0.250
17 3173 52 0 0.077 0.250
17 2888 53 0 0.075 0.250
17 1066 54 0 0.074 0.250
